PLACEID,CHANGETYPE,ATTRIBUTENAME,PRIMARY,LANGUAGECODE,NAMETYPE,BASETEXT,PREVIOUS_NAMETYPE,PREVIOUS_LANGUAGECODE,PREVIOUS_BASETEXT
0368lxx5-cfdcddabc0e601a38df74a67ab430fdd,UPDATE,NAME,TRUE,en,OFFICIAL,bloom Hearing Specialists,OFFICIAL,en,Bloom Hearing Specialists Mona Vale
036596dc-47ca0df279d1187d3f9ca75f51f6b3ed,UPDATE,NAME,TRUE,en,OFFICIAL,Mylonas & O’Callaghan Veterinary Hospital,OFFICIAL,en,Mylonas O'Callaghan Associates Veterinary Hospital
036r3gnp-689815176d1d5849129a3483b8ead48e,UPDATE,NAME,TRUE,en,OFFICIAL,Optometrist Warehouse,OFFICIAL,en,Optometrist Warehouse Campbelltown
036r3grm-983e9be92f88fcecfaa9ed1556d8a426,UPDATE,NAME,TRUE,en,OFFICIAL,Secure Parking,OFFICIAL,en,Sydney Olympic Park P6
036r3gx3-4c866bd26d7c49c3be9bea302d60f057,UPDATE,NAME,TRUE,en,OFFICIAL,Double Bay Dentists,OFFICIAL,en,Double Bay Dental Surgery
036r3gqs-c32cb9f7f3caedd61a050b993b2cd2b2,UPDATE,NAME,TRUE,en,OFFICIAL,I-MED Radiology,OFFICIAL,en,I-Med Radiology Network
036r6526-6ce76cf743cb2fbf6df26eb935fab7dc,UPDATE,NAME,TRUE,en,OFFICIAL,Yes Dental,OFFICIAL,en,Yes Dental Family Dental Clinic Rouse Hill
036r3grn-24114eb49b7a41d16e861354f40c3ce6,UPDATE,NAME,TRUE,en,OFFICIAL,Doctor Auto,OFFICIAL,en,Doctor Auto Mechanical Air-Condition Repairs
036r3grg-ff533904827bc3932e047465b586bbe7,UPDATE,NAME,TRUE,en,OFFICIAL,Animal Referral Hospital,OFFICIAL,en,Arh Baulkham Hills
036r3gre-77076b635a1f4de48785983adf63f889,UPDATE,NAME,TRUE,en,OFFICIAL,Wow Wow Supermsrket,OFFICIAL,en,Wow Wow Discount and Wow Wow Gold and Jewellery
036r3gwc-44edcfa7ce9fc61986062055bc8806e8,UPDATE,NAME,TRUE,en,OFFICIAL,SydPath,OFFICIAL,en,Sydpath - Pathology Collection Centre
036r3gx0-ad7b7f1ad3574676b03deac6ef9602be,UPDATE,NAME,TRUE,en,OFFICIAL,AQUA LASER CLINIC,OFFICIAL,en,Aqua Laser Clinic Newtown
036r3gqz-63ad16b652944d18a434d6ad34d43463,UPDATE,NAME,TRUE,en,OFFICIAL,Jeffrey G Stack,OFFICIAL,en,Dr Jeffrey G Stack Dental Surgeon
036r3gx3-866312cde5174806a01883232ec24a8b,UPDATE,NAME,TRUE,en,OFFICIAL,Holey Moley Golf Club,OFFICIAL,en,Holey Moley Darlinghurst
036r3gr4-83592408dac0c2e81e3284af86443d17,UPDATE,NAME,TRUE,en,OFFICIAL,Myhealth,OFFICIAL,en,Myhealth Liverpool Level 2
036jx7ps-e18085ba643e0b04b7754e7438c9e214,UPDATE,NAME,TRUE,en,OFFICIAL,Bodypractic Chiropractic clinic,OFFICIAL,en,David Chapman's Chiropractic
036r3gqy-3f09307aca3641dda15c7095ba601478,UPDATE,NAME,TRUE,en,OFFICIAL,Dental Surgery,OFFICIAL,en,Tsepetzis George
036r3gqc-c1923eb7006f4683ad91ee2bcd6ec904,UPDATE,NAME,TRUE,en,OFFICIAL,Kinetix Health and Performance,OFFICIAL,en,Kinetix Health Performance - Exercise Physiology Physiotherapy
0368lxx5-09aecf62b7f60075bb525dccb1feb631,UPDATE,NAME,TRUE,en,OFFICIAL,Dental Solutions Oatley,OFFICIAL,en,Dental Solutions at Oa
036r3grs-3afd24504a8a4d638592576595942a40,UPDATE,NAME,TRUE,en,OFFICIAL,Back to Basics Chiropractic,OFFICIAL,en,Dr Chris Agius
036r3gqf-db175922c8d5489fae973ffb555c487f,UPDATE,NAME,TRUE,en,OFFICIAL,My FootDr,OFFICIAL,en,Foot Focus
036jx7ps-64c1bb2021fb0c589d3d3595b74bca6c,UPDATE,NAME,TRUE,en,OFFICIAL,Advanced Care Chiropractic,OFFICIAL,en,Advanced Sports Chiropractic
036jx7ps-8bd6f067ad0107bd707cc167e617e2b7,UPDATE,NAME,TRUE,en,OFFICIAL,Laser Clinics,OFFICIAL,en,Laser Clinics Australia - Darlinghurst
0368b506-d87948e4a7d9e770324d9a21498ee210,UPDATE,NAME,TRUE,en,OFFICIAL,Lifestyle Optical,OFFICIAL,en,Lifestyle Optical Westfield Sydney
036r3gx0-ccc8dbb495da45d281d9f994f9d65d21,UPDATE,NAME,TRUE,en,OFFICIAL,Cathay Herbal Laboratories,OFFICIAL,en,Cathay Herbal Laboratories Pty
036r6582-4406042437d54bcabcdcb36a96dbdc69,UPDATE,NAME,TRUE,en,OFFICIAL,Checkers,OFFICIAL,en,Checkers Resort
036r3gx1-acbe6562302e1d16e07c7a654c6c4a68,UPDATE,NAME,TRUE,en,OFFICIAL,Clovelly Optical,OFFICIAL,en,Robyn Cottier Optometrist
036r3gqm-13947616a6284e889a4109eac5e0c5a2,UPDATE,NAME,TRUE,en,OFFICIAL,Thomas Dunlea Court,OFFICIAL,en,Southern Cross Care Thomas Dunlea Court
036r3gx2-30cc32f4cf5749349a0854818a6ad814,UPDATE,NAME,TRUE,en,OFFICIAL, I Am Siam Thai Massage,OFFICIAL,en,Siam Therapeutic Mas
0368lxx5-623064642690057cad8003da32c16f0d,UPDATE,NAME,TRUE,en,OFFICIAL,Northern Sydney Dermatology & Laser,OFFICIAL,en,Northern Sydney Dermatology
036r3gru-48759f608f6e48b5a5810416a1308336,UPDATE,NAME,TRUE,en,OFFICIAL,Willows,OFFICIAL,en,Willows Retirement Village
036r3gre-09aba61dbfae015ab47957e6007c7af3,UPDATE,NAME,TRUE,en,OFFICIAL,FACTORY DIRECT SPECTACLES,OFFICIAL,en,FDS Eyewear
036r3grf-48c14238d80a311c451c610678f5e28f,UPDATE,NAME,TRUE,en,OFFICIAL,Hardi Aged Care,OFFICIAL,en,Hardi Aged Care
036r3gre-328d1c3f24184c5c9d67ecdca32170e3,UPDATE,NAME,TRUE,en,OFFICIAL,The Children's Hospital,OFFICIAL,en,The Children's Hospital at Westmead
036r652j-a2e2c3a9df7f4fea9dc6b9b83e7ea39c,UPDATE,NAME,TRUE,en,OFFICIAL,Hope Health,OFFICIAL,en,Hope Medical Centre
036r658d-5587093f16d3ab7d550c6491b0c7ea2e,UPDATE,NAME,TRUE,en,OFFICIAL,Minkara ResortRetirement Living,OFFICIAL,en,Minkara Nursing Home
036r3gqx-81fea01d3c6c4992b90e2553567726cc,UPDATE,NAME,TRUE,en,OFFICIAL,Jaitong Thai Massage,OFFICIAL,en,Jaitong Thai Massage Kogarah
036r3gx3-dbe1cc5ca54aa45f864551b58660ec3d,UPDATE,NAME,TRUE,en,OFFICIAL,Dental Lounge,OFFICIAL,en,Dental Lounge Double Bay
036r3gpv-dbaa16bd3f543ef42b590f967b0da068,UPDATE,NAME,TRUE,en,OFFICIAL,Penrith Family Medical Practice,OFFICIAL,en,Penrith Family Medical Practice- Dr Enas Youssef
036r3grs-892da58c3b77486d84ac6b5630f9cc4b,UPDATE,NAME,TRUE,en,OFFICIAL,Oscar Wylee,OFFICIAL,en,Oscar Wylee Parramatta - Optometrist
036r3gxf-f45e3d18142c0f1e3b5c33da8d5764d6,UPDATE,NAME,TRUE,en,OFFICIAL,Quakers Brewing,OFFICIAL,en,Quakers Hat Brewing
036r652j-7b668c2d9934426e985c0e8d3c38cf86,UPDATE,NAME,TRUE,en,OFFICIAL,Aeralife Pennant Hills,OFFICIAL,en,Heritage Pennant Hills Aged Care Facility
036r3gr4-9099a6fcfd9d4390916ef0e5cc58fe6d,UPDATE,NAME,TRUE,en,OFFICIAL,Chiropractor in Liverpool,OFFICIAL,en,Gard Chiropractic Clinic
036r3gx9-8d829048aa739c3633c14605ff7f7c91,UPDATE,NAME,TRUE,en,OFFICIAL,Bio Balance Health,OFFICIAL,en,Bio Balance Health - Dr. Maria Mackey
0368lxx5-009cb76740d80bf7b53350115c746d1e,UPDATE,NAME,TRUE,en,OFFICIAL,No Gaps Dental,OFFICIAL,en,No Gaps Dental Brookvale
036r3gx8-4b1365cdf289847ad7989fd9e10ef6fa,UPDATE,NAME,TRUE,en,OFFICIAL,Artarmon Day Hospital,OFFICIAL,en,Artarmon Day Surgery
036abd0e-941621e0ff523c1e9bdab12174a5c2e4,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Aesthetic Smiles,OFFICIAL,en,Sas Dental
036r3gqq-091bd22ccf63e260ec761c23a6351620,UPDATE,NAME,TRUE,en,OFFICIAL,Southside Animal Hospital,OFFICIAL,en,Southside Animal Hospital Gymea
036r3gx0-ee43fb8e64a84df383c7c398e3c9690f,UPDATE,NAME,TRUE,en,OFFICIAL,CENTRAL DENTAL CENTRE,OFFICIAL,en,Dr M. Assoud
036r652k-be8ddf8d0ad7b19f6bca095ccacc5605,UPDATE,NAME,TRUE,en,OFFICIAL,Indigo Soul,OFFICIAL,en,Soul Centre - Hills Healing Hub
036r3gqx-37e1fa2bb608c67017f2f40cbe133634,UPDATE,NAME,TRUE,en,OFFICIAL,Ultra Dental,OFFICIAL,en,Ultra Dental Sans Souci
036r3gx1-99a70182199846488bf1a4974ca04b51,UPDATE,NAME,TRUE,en,OFFICIAL,Advanz Health,OFFICIAL,en,Waverley Physiotherapy Centre
036r6526-317b37706558b82f785d0ce88256bf75,UPDATE,NAME,TRUE,en,OFFICIAL,Croc’s Playcentre,OFFICIAL,en,Crocs Playcentre Rouse Hill
036r3grp-c66d93ac7cfeb802e69b89bc614a1a07,UPDATE,NAME,TRUE,en,OFFICIAL,Elghitany Dental,OFFICIAL,en,El Ghitany Dental Service
036r3grn-72f641a60775406a0579f56c6853a3c6,UPDATE,NAME,TRUE,en,OFFICIAL,4Cyte Pathology,OFFICIAL,en,4cyte Pathology Campsie
036r3grj-d6ea38a6a783f4300ac1aaacc008fe50,UPDATE,NAME,TRUE,en,OFFICIAL,Nimble Health,OFFICIAL,en,Nimble Health Physiotherapy
036r3grj-6accb6622511bc914a6c2a327c14eb05,UPDATE,NAME,TRUE,en,OFFICIAL,Aussia Health,OFFICIAL,en,Aussia Pharma
0361r4ve-f19530d4189c06da32a75cebfb6cde83,UPDATE,NAME,TRUE,en,OFFICIAL,Optim Dental,OFFICIAL,en,Optimum Dental
036r6521-66eefe23ae0d4bc79bd1e1aa06dc0b95,UPDATE,NAME,TRUE,en,OFFICIAL,Holy Family Services,OFFICIAL,en,Holy Family Services Retirement Village
0361r4ve-683c8a0f15bc0adf964fafb796740f67,UPDATE,NAME,TRUE,en,OFFICIAL,Greystanes Family Medical Practice,OFFICIAL,en,Dr C Harinesan
036r3gx2-5f3ce9b38b32ab223c42111ab8b0643d,UPDATE,NAME,TRUE,en,OFFICIAL,Billich Gallery,OFFICIAL,en,Billich Gallery at the Rocks
036r650p-1031fb9353194e8e86a939305e2fa9e8,UPDATE,NAME,TRUE,en,OFFICIAL,Emerton Village,OFFICIAL,en,Emerton Midweek Markets
036r652q-e2281338f1fb553890d96d8cfbea4d75,UPDATE,NAME,TRUE,en,OFFICIAL,Mastery Dental,OFFICIAL,en,Mastery Dental Clinic
036r3gqm-345365b2393947bb811f8c5cdbdba6ba,UPDATE,NAME,TRUE,en,OFFICIAL,GROWING SEEDS PSYCHOLOGY,OFFICIAL,en,Julieanne Lowe - Growing Seeds Psychology
0368lxx5-89de0a70f8f60b8652c91070a8525c4c,UPDATE,NAME,TRUE,en,OFFICIAL,Associated Relationship & Marriage Counsellors ,OFFICIAL,en,Associated Counsellors Psychologists Lane Cove
036r3grj-9d32f465cdb94c869fd7711b612cf8b6,UPDATE,NAME,TRUE,en,OFFICIAL,Lakemba Masonic Village,OFFICIAL,en,Lakemba Masonic Caring Centre
036r3gx1-524db8db11374bc8819b6a932742f471,UPDATE,NAME,TRUE,en,OFFICIAL,Mantra Coogee,OFFICIAL,en,Mantra Coogee Thai Massage
036r3grv-bf6b4ceade0c428f8ab8fd67cb5c76e1,UPDATE,NAME,TRUE,en,OFFICIAL,Eastwood Village Medical Practice,OFFICIAL,en,Dr Jennifer Chan & Dr Caroline Chan
036r3grh-65d0dbebe9341195adfc7af10f372b00,UPDATE,NAME,TRUE,en,OFFICIAL,Bankstown Customer Service Centre,OFFICIAL,en,Bankstown Customer Service Centre Canterbury Bankstown Council
036r3gqr-1e52e04e74a04710a9161786d1481850,UPDATE,NAME,TRUE,en,OFFICIAL,Woolooware Dental,OFFICIAL,en,Dr. Stephen Blatchford
036jx7ps-a40e9bd9073802fe97b44e9671a9913c,UPDATE,NAME,TRUE,en,OFFICIAL,Imperial Thai Massage,OFFICIAL,en,Imperial Thai Massage Rose Bay
036r3gx1-7807881c5e0b4813be07b1f9fca2dbf4,UPDATE,NAME,TRUE,en,OFFICIAL,Project Gallery,OFFICIAL,en,Project Gallery 90
036r3gqy-60639befa13444f1a1dbcc3e7c67b2af,UPDATE,NAME,TRUE,en,OFFICIAL,Scalabrini’s,OFFICIAL,en,Bexley Village
036r3gre-7ac67ae3f8c9e932d0995fef42e44e72,UPDATE,NAME,TRUE,en,OFFICIAL,Physio Solutions,OFFICIAL,en,Physio Solutions Merrylands
036jx7ps-cfcf83da04cb099d7ebfb3c894cc23c0,UPDATE,NAME,TRUE,en,OFFICIAL,George & Matilda Eyecare,OFFICIAL,en,Individual Eye Care
036r3gru-ae60ed936b7a4582a46bc33af3bea130,UPDATE,NAME,TRUE,en,OFFICIAL,Dentist NorthRocks,OFFICIAL,en,Dentistnorthrocks
036r3gqy-86ca299d500841c090f7db9b56b29647,UPDATE,NAME,TRUE,en,OFFICIAL,Marvel Orthodontics,OFFICIAL,en,One Smile Orthodontics
036r3gpz-b735272509fd4646a771baef769f8c03,UPDATE,NAME,TRUE,en,OFFICIAL,Primary Dental,OFFICIAL,en,Primary Dental Mt Druitt
036r3grj-d839ffc721e94fe094a1721bc26eb055,UPDATE,NAME,TRUE,en,OFFICIAL,Wiley Park Hotel,OFFICIAL,en,The Wiley Park Hotel
036r3gqu-4546c97071f142c1bfa5fda7f4de1c61,UPDATE,NAME,TRUE,en,OFFICIAL,Padstow Physiotherapy & Sports Injury Centre,OFFICIAL,en,Padstow Physiotherapy
036jx7ps-7a72730b63470db704c25f9175cb380b,UPDATE,NAME,TRUE,en,OFFICIAL,Styleyes,OFFICIAL,en,Styleyes Sunglasses
036r3grs-d9d37e83edab5a71bb33bdb5c15fcf5f,UPDATE,NAME,TRUE,en,OFFICIAL,nib Dental Care,OFFICIAL,en,Nib Dental Care Centre North Parramatta
036r3gx8-b5baa701486c8c046a9f18f9b8f78eee,UPDATE,NAME,TRUE,en,OFFICIAL,nib Dental Care,OFFICIAL,en,Nib Dental Care Centre Chatswood
0366662d-68f181f718b7b83a0f74d1601ce9edbd,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Masonic Centre,OFFICIAL,en,SMC Conference & Function Centre
036r3gx2-c1f61d3077544a9fab13b8852bba3cdf,UPDATE,NAME,TRUE,en,OFFICIAL,Australian Hotel,OFFICIAL,en,Australian Beer Festival
036r3gx0-412268319e664cd3b0e2f2b4a39db771,UPDATE,NAME,TRUE,en,OFFICIAL,TAFE NSW Eora,OFFICIAL,en,Eora College
036r3gx1-8be15317f85b469497423f6c21e46d17,UPDATE,NAME,TRUE,en,OFFICIAL,Uniting Illowra Waverley,OFFICIAL,en,Illowra Hostel
036r3gqc-3172168da1b0ed1d784cb5c4f686db2d,UPDATE,NAME,TRUE,en,OFFICIAL,Speedway,OFFICIAL,en,Speedway Petroleum
036r3gqz-9439a4e66ad741e0923ba90c065c2cb0,UPDATE,NAME,TRUE,en,OFFICIAL,Uniting Bruce Sharpe Rockdale,OFFICIAL,en,Bruce Sharpe Hostel
0361r4ve-8f69cc6169f801fd2ca3bca0ce31f58b,UPDATE,NAME,TRUE,en,OFFICIAL,Ibis Care Blakehurst,OFFICIAL,en,ibis Care Holdings
036r3grm-eb01e73309e0429087f4892a380fd2aa,UPDATE,NAME,TRUE,en,OFFICIAL,Mary Wade Correctional Centre,OFFICIAL,en,NSW Government Justice Juvenile Justice
036r3grp-890c6a63edc84530a29db30cd6427beb,UPDATE,NAME,TRUE,en,OFFICIAL,Uniting Abrina Ashfield,OFFICIAL,en,Abrina Nursing Home
036r3gx3-e7ed70cbf0cc60f66dd844bb15177468,UPDATE,NAME,TRUE,en,OFFICIAL,Apartment One,OFFICIAL,en,Apartment One Darlinghurst
036cb378-0b0ec6ed25880bd678b8880f521ac8ed,UPDATE,NAME,TRUE,en,OFFICIAL,National Art School ,OFFICIAL,en,Nas Galleries
036r3gx3-f5fd1a502f0a5a96b0854905fa2ea18a,UPDATE,NAME,TRUE,en,OFFICIAL,Harry's,OFFICIAL,en,Harry's Cafe de Wheels
036r3grp-f45a7b6a089f386197183b790a3ac2ec,UPDATE,NAME,TRUE,en,OFFICIAL,Uniting Locke Haven Petersham,OFFICIAL,en,Haven Homes
036c77d3-07a358aa824223b519e3594b7962ae7b,UPDATE,NAME,TRUE,en,OFFICIAL,Q Station Sydney Harbour National Park,OFFICIAL,en,Q Station
036r3gre-ff610e39a5044e6c809880e99b015ec3,UPDATE,NAME,TRUE,en,OFFICIAL,The Boer War Memorial,OFFICIAL,en,Governer Phillip's Rebout
036r3gx2-1c46612f5d653d14b518122a86439b60,UPDATE,NAME,TRUE,en,OFFICIAL,All Art & Mirrors,OFFICIAL,en,All Art & Mirrors Installation Services
036r3gx1-25d966e204174b0990d1ae1e0d4a89fc,UPDATE,NAME,TRUE,en,OFFICIAL,Maunsell Wickes,OFFICIAL,en,Barry Stern Gallery
036r3grp-ff60c567e8aeae3d1076e01979a7cd9a,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Street Gallery,OFFICIAL,en,Sydney Street Studios Gallery
036d9f19-038199fc064b116caf067566b0eeba7c,UPDATE,NAME,TRUE,en,OFFICIAL,Uniting,OFFICIAL,en,Uniting West Pymble
036r3gx2-5d6208a42bea77fc37235f4259999b5f,UPDATE,NAME,TRUE,en,OFFICIAL,Wilson Parkin,OFFICIAL,en,187 Thomas St Garage
036jx7ps-63093fb5175b0bc18bec809b7243fb1c,UPDATE,NAME,TRUE,en,OFFICIAL,Eleni petinos mp,OFFICIAL,en,Barry Collier MP
036bma4v-8be076295f81027f313ddaac4c158463,UPDATE,NAME,TRUE,en,OFFICIAL,Lidcombe Public Car Park,OFFICIAL,en,Lidcombe Car Park
036r3gnp-44e030129673b7b258b621bdd292c6bd,UPDATE,NAME,TRUE,en,OFFICIAL,MacArthur Square,OFFICIAL,en,MacArthur Square - Convenience Corner
036c699d-191f2164fa1b2be79b7e47f1821db360,UPDATE,NAME,TRUE,en,OFFICIAL,Scieppan Gallery,OFFICIAL,en,Scieppan Auctions Gallery
03664bd4-ddc09ba2fa15c45207702325eda22c77,UPDATE,NAME,TRUE,en,OFFICIAL,Articulate,OFFICIAL,en,Articulateupstairs
036r652j-018d30b993404154807b45ec08ac5d42,UPDATE,NAME,TRUE,en,OFFICIAL,Cherrybrook Christian Care Centre,OFFICIAL,en,Cherrybrook Aged Care
036c2a80-566e33eabdea67b165d97251a13258f9,UPDATE,NAME,TRUE,en,OFFICIAL,Target Automotive,OFFICIAL,en,Target
036r3gx3-d7f977ffc773274ab31ea4b817e24dbf,UPDATE,NAME,TRUE,en,OFFICIAL,First World War Soldiers Memorial,OFFICIAL,en,"First World War Soldiers Memorial Wives and Mothers Memorial,First World War Soldiers Memorial"
036r3gx3-ebbb4182e5ef22f04108c3df004fed76,UPDATE,NAME,TRUE,en,OFFICIAL,The Sydney Boulevard Hotel,OFFICIAL,en,Sydney Boulevard
0361r4ve-ac7c2a8c53e605fb38f7e7451a65df8f,UPDATE,NAME,TRUE,en,OFFICIAL,Bexley Aged Care Home,OFFICIAL,en,Bexley Care Centre
036r658e-f18bdfc6a90d41d56ae5857df88165f9,UPDATE,NAME,TRUE,en,OFFICIAL,4 Pines,OFFICIAL,en,4 Pines Newport
036r652p-63d9a341e9ff40e7a0ad5eef9efe7147,UPDATE,NAME,TRUE,en,OFFICIAL,Group Homes,OFFICIAL,en,Group Homes Accommodation
036e5e04-69882ac0ac82ffbfddddae2acf89e65b,UPDATE,NAME,TRUE,en,OFFICIAL,Kirk Apartments,OFFICIAL,en,Kirk Apartments Retirement Living
036r3grk-66cec476ac4d494089f6778adda11a7a,UPDATE,NAME,TRUE,en,OFFICIAL,Irt,OFFICIAL,en,Irt Group
036r3gx6-540351455b44df7ea2a50ec6e2399254,UPDATE,NAME,TRUE,en,OFFICIAL,Group Homes,OFFICIAL,en,Group Homes Accommodation
036r3gqu-bd0fe0a8897666a445c3c70dba534503,UPDATE,NAME,TRUE,en,OFFICIAL,Infinite Care,OFFICIAL,en,Christadelphian Aged Care
036r3gx3-0bcc25d693654d27b7e4077013945b6f,UPDATE,NAME,TRUE,en,OFFICIAL,The Kirketon Hotel,OFFICIAL,en,Kirketon Hotel Sydney
036r658e-8e0fa83380bf48d8a68636709a3787e2,UPDATE,NAME,TRUE,en,OFFICIAL,Mirage Hotel Newport,OFFICIAL,en,Metro Hotels
036r3gxf-d2bf5e69924b97cb340f615674c2fd42,UPDATE,NAME,TRUE,en,OFFICIAL,Park & Ride,OFFICIAL,en,Manly Vale Park & Ride
036r3gxf-7f61b6228d7fb5e69d39c6c79f9ffe66,UPDATE,NAME,TRUE,en,OFFICIAL,Stirgess Avenue Playground,OFFICIAL,en,Playground
036r3gx2-43d0bda8e3be34f9eb4de9fd8b0d1711,UPDATE,NAME,TRUE,en,OFFICIAL,Lieutenant Colonel George Barney,OFFICIAL,en,Monument for Lt Col George Barney
036r3gpv-b58734c1a603f95d2fa5dd6b65b09fe4,UPDATE,NAME,TRUE,en,OFFICIAL,Penrith Station Kiss and Ride,OFFICIAL,en,Secure Bike Locker
036r3gx2-63fde99cae1140e4675b771a80ba103c,UPDATE,NAME,TRUE,en,OFFICIAL,Sydney Opera House,OFFICIAL,en,The Opera House To the Botanic Gardens Walk
036r3gqv-3a54594a66d041e5720e4d0d4599fa41,UPDATE,NAME,TRUE,en,OFFICIAL,No Competition,OFFICIAL,en,Oz Flooring Sydney
0360a377-dca115b90b678a9cc9a26450a456acf1,UPDATE,NAME,TRUE,en,OFFICIAL,Alister Henskens S C MP,OFFICIAL,en,Alister Henskens MP
036r3gx3-5b13be00dec548f79c7426e2a31cb7b3,UPDATE,NAME,TRUE,en,OFFICIAL,King Street Gallery on William,OFFICIAL,en,King Street Gallery
036r658e-041bef17992c45a69e9d54f1a41e90f9,UPDATE,NAME,TRUE,en,OFFICIAL,Newport Beach parking Area,OFFICIAL,en,Newport Beach
036r3gqf-2f68c5125065b294bc66eaff9b720999,UPDATE,NAME,TRUE,en,OFFICIAL,Ampol,OFFICIAL,en,CALTEX
036r3grd-b2b7ab64d6bf8c582a6818e51017388a,UPDATE,NAME,TRUE,en,OFFICIAL,BRAVO Fuel,OFFICIAL,en,Enhance
036r3grw-3730973125c0eff604147d1df5102a38,UPDATE,NAME,TRUE,en,OFFICIAL,Meadowbank Commuter Car Park,OFFICIAL,en,Secure Bike Locker
036bma4v-0d20744bea57011f79dffc528bacb86c,UPDATE,NAME,TRUE,en,OFFICIAL,Blacktown Station Parking,OFFICIAL,en,Parking Area No.45
036r3gqg-eeb15dd9bf21c872ec62eb02899dfd07,UPDATE,NAME,TRUE,en,OFFICIAL,Smith Park,OFFICIAL,en,Playground
036r3gqw-7ebc015afe22ae06fdab3f193a6d8c17,UPDATE,NAME,TRUE,en,OFFICIAL,Speedway,OFFICIAL,en,bp
036r3gr0-bab06db39ea7705abcb665da62e101ad,UPDATE,NAME,TRUE,en,OFFICIAL,Parking Lot,OFFICIAL,en,Commuter Car Park
036r3gx0-7751cf5603a29f06ae89a0f03ad152e4,UPDATE,NAME,TRUE,en,OFFICIAL,Parking Lot,OFFICIAL,en,Parkable
036r3gqm-9c766493c0e343f2ad5357a89734d724,UPDATE,NAME,TRUE,en,OFFICIAL,Fauna Place Reserve,OFFICIAL,en,Commuter Car Park
036r3grr-a1f23407419b42689c994395d29b48ab,UPDATE,NAME,TRUE,en,OFFICIAL,Commuter Car Park,OFFICIAL,en,Commuter Car Park
036r3grc-91084714dd114ad8c01116caf676d1b9,UPDATE,NAME,TRUE,en,OFFICIAL,Commuter Car Park,OFFICIAL,en,Secure Bike Locker
036r6521-9c9bdf9da3d94a22a94cf42f57af8c62,UPDATE,NAME,TRUE,en,OFFICIAL,Free Parking Lot,OFFICIAL,en,Secure Bike Locker
036r652h-c9e8a4f10d1c418cb8ed7e642fed6f46,UPDATE,NAME,TRUE,en,OFFICIAL,Yellow Car Park,OFFICIAL,en,Yellow Parking
036r3grn-1d523c2ff76043c7bdfda4daebe031ff,UPDATE,NAME,TRUE,en,OFFICIAL,Brown Street Car Park,OFFICIAL,en,Wilson Parking
036r3grp-59aa798f42a4ac58fd7ba4cb2ce9e243,UPDATE,NAME,TRUE,en,OFFICIAL,Marrickville Metro,OFFICIAL,en,Parking Garage/House
036r3gwc-dde9a983398d448ea95abb6152890d7f,UPDATE,NAME,TRUE,en,OFFICIAL,Parking Area,OFFICIAL,en,Parking Lot
036jx7ps-90e9ba5113a8043b771f5cad32595bf9,UPDATE,NAME,TRUE,en,OFFICIAL,Middle Head Area,OFFICIAL,en,Parking Lot
036r3grs-ffaf7f52669b498790d66091c3b443cf,UPDATE,NAME,TRUE,en,OFFICIAL,P1 & Members Reserve Carpark,OFFICIAL,en,P1 Carpark
036r3grn-edee78e815ef0ae705b63c11ce40d264,UPDATE,NAME,TRUE,en,OFFICIAL,My Gym,OFFICIAL,en,My Gym Children's Fitness Centre
036r3gxd-39409b8f4580636fe30fd298a2fb1d74,UPDATE,NAME,TRUE,en,OFFICIAL,Ralph Kerle,OFFICIAL,en,Ralph Kerle Gallery
036r3gx0-594490aa16764ffa96ccc1c91b478111,UPDATE,NAME,TRUE,en,OFFICIAL,James Squire,OFFICIAL,en,James Squire Brewery
036r3gpz-65a187c5d0dddb2a9be88378960bd8a5,UPDATE,NAME,TRUE,en,OFFICIAL,Truck Stopping Bay,OFFICIAL,en,Truck & Car Stopping Bay
036r3gr7-ea2204c8f4784d7f934c16b90f2350f1,UPDATE,NAME,TRUE,en,OFFICIAL,Fairfield Aged Care Home,OFFICIAL,en,Fairfield Nursing Home
036e6c18-17e384e4bab17cb954314b070a207688,UPDATE,NAME,TRUE,en,OFFICIAL,Weeroona Aged Care Centre,OFFICIAL,en,The Salvation Army Senior Citizens Services
036jx7ps-fae9a4d932b30c3ee125a0b3753f31ef,UPDATE,NAME,TRUE,en,OFFICIAL,Cardinal Gilroy Village,OFFICIAL,en,SC Cardinal Gilroy Village
036r3grr-e60137326e40c2bb7e8824d15953ccc3,UPDATE,NAME,TRUE,en,OFFICIAL,Scalabrini Village,OFFICIAL,en,Scalabrini Village Drummoyne
0363b2e6-add2edae305f4687a03995ed41e950ac,UPDATE,NAME,TRUE,en,OFFICIAL,Estia Health Camden,OFFICIAL,en,Camden Village
0361r4ve-dab6f903dee9070f7a335730f876ddb6,UPDATE,NAME,TRUE,en,OFFICIAL,Willandra Village and Bungalows,OFFICIAL,en,Australian Unity
0363b8ec-539252058d0e3f0d21d486d97527d55b,UPDATE,NAME,TRUE,en,OFFICIAL,Muslim Care,OFFICIAL,en,Muslimcare Australia
036r3grf-508240cfd6104867914a973fb7c7cd0b,UPDATE,NAME,TRUE,en,OFFICIAL,Service NSW,OFFICIAL,en,Service NSW
036r3gx8-59182b57d13aa0078c0d921ded868209,UPDATE,NAME,TRUE,en,OFFICIAL,Migration Downunder,OFFICIAL,en,To Oz Migration Services
