PLACEID,CHANGETYPE,ATTRIBUTENAME,PLACESTATUS
036r3grs-7349419e45b9397d93a03ffe4d7bd556,UPDATE,STATUS,INACTIVE
036r658e-ae3af1fda71549dfa913d4c86cdb9df9,UPDATE,STATUS,INACTIVE
036ddf11-ec591c6d8cb9391b3a455625bbbd6d15,UPDATE,STATUS,INACTIVE
0368lxx5-11e9db3cd83e0c6ff965f20d5a2bd845,UPDATE,STATUS,INACTIVE
036r3grm-c4b9cc8f924c4bdfafe886e2b2cb4c0d,UPDATE,STATUS,INACTIVE
036r3grp-9c3e7e5aee3044f4b969d8d76120d5df,UPDATE,STATUS,INACTIVE
0368lxx5-074f570927830b2185f1455fd2b0a39e,UPDATE,STATUS,INACTIVE
036837a9-ab6935fe0660b2f54decb194557edba7,UPDATE,STATUS,INACTIVE
036d5e81-9928ded668b27eaa15ff69642dec0843,UPDATE,STATUS,INACTIVE
036r3gqf-713ef190acd75f25e86eb6f6a55e8ee6,UPDATE,STATUS,INACTIVE
036r3grp-8590aed039b743358123c66272d30a81,UPDATE,STATUS,INACTIVE
036a4a8b-12e4ab44d0b0cf2eef63860ef906a4a3,UPDATE,STATUS,INACTIVE
036fc091-600aadb771e81cd1f064f91f638e5c2d,UPDATE,STATUS,INACTIVE
0369e1a5-a7595d0bb26297da3d4e4eb400cbac50,UPDATE,STATUS,INACTIVE
036bcbfe-eb072b03c0c83f3f17036d070d9e7900,UPDATE,STATUS,INACTIVE
036r3gqq-6459e29e89ba4a05a5d9467c4a1c2689,UPDATE,STATUS,INACTIVE
0365707d-ddb298032f14219d6c346ea8792ca116,UPDATE,STATUS,INACTIVE
036c62d7-2540b219e38c5e9bfb584f839f48bf49,UPDATE,STATUS,INACTIVE
036r3gwc-88f3ded749b34e669a5f05e509ef15c0,UPDATE,STATUS,INACTIVE
036r3gqv-c2d8ad25996a471a9e5b9e8d872ec39e,UPDATE,STATUS,INACTIVE
036r652k-bac44ee9640b46d5ae62353e360552e2,UPDATE,STATUS,INACTIVE
0360f686-170fe2ae7b2dfd5c3b7fab254d054617,UPDATE,STATUS,INACTIVE
036r3gx0-8ba6388630af4321b93a969fcb8b0401,UPDATE,STATUS,INACTIVE
0363fcfa-d7d1be8931a57c9b837e3ab82d912452,UPDATE,STATUS,INACTIVE
03643583-351101794ad1417ab01cdee13675c54f,UPDATE,STATUS,INACTIVE
036r3gr7-13e776472a2747ad8c151aac61e690d7,UPDATE,STATUS,INACTIVE
0368lxx5-a640f34a85fe0477f206aca836ec3cf0,UPDATE,STATUS,INACTIVE
0360cdf3-8cc43a5c6d30fd0e364574c99aed3d9f,UPDATE,STATUS,INACTIVE
036r3gx0-86d4a0ae98d2ec797643b48a8ab33442,UPDATE,STATUS,INACTIVE
036r3gx3-023da61a69ef4d1380d089fb2668452c,UPDATE,STATUS,INACTIVE
036610ba-71f8bf8176afca29306a44ea5f61214f,UPDATE,STATUS,INACTIVE
0368e912-f1f3009ae7ade5a4af483c8f78c074de,UPDATE,STATUS,INACTIVE
036afca4-cf51580c9a389ce34f89bd8c622de71b,UPDATE,STATUS,INACTIVE
036c7eb0-880740769862949c19237eb5c6379880,UPDATE,STATUS,INACTIVE
0368lxx5-006f7f5dc23a06d740f7179945a1cc67,UPDATE,STATUS,INACTIVE
036r3gx1-f3db245f68804fc2a2c692f16b27ee50,UPDATE,STATUS,INACTIVE
03610c04-884cb0060826c717b0070cfa092f9e13,UPDATE,STATUS,INACTIVE
036r3gpz-81255bc2cabd07936af663be6b3125ea,UPDATE,STATUS,INACTIVE
036r3grq-dfd3a467da3f1b654ab5e0b68db0355f,UPDATE,STATUS,INACTIVE
036r3grp-3e06a6fa75964ea5a7faf47131092d0e,UPDATE,STATUS,INACTIVE
036e6e17-04d67d9f7d3e447f69e5ef2e027f3f55,UPDATE,STATUS,INACTIVE
036r3gq0-93749050f267446b8d364fa1922cacfa,UPDATE,STATUS,INACTIVE
036b661d-bdeb66fefe4f0a1e0fb4afd4f7d4ad16,UPDATE,STATUS,INACTIVE
036r3gx9-933fdfe70191844495d764b63dc28746,UPDATE,STATUS,INACTIVE
03624a0c-034d3675445dd8bbcd67056bb2bbf4de,UPDATE,STATUS,INACTIVE
036r3gwb-20a38af87407f15ecb02362b766ebe21,UPDATE,STATUS,INACTIVE
036r3gnp-8248cbef7bd1bd4cab25a40ba5ad7a0e,UPDATE,STATUS,INACTIVE
036r3gxf-0095ba2be2fe4e6f9537bf7d405f6565,UPDATE,STATUS,INACTIVE
036r650j-f3b90456f8ac45368adc121ebf1647c4,UPDATE,STATUS,INACTIVE
036524a3-38a06aa0d4d8cc7cc81fb5114c707230,UPDATE,STATUS,INACTIVE
036a3a48-c1fc5a576b752c74d06da6ecb3dff843,UPDATE,STATUS,INACTIVE
036r652h-d43f9dc38a574351bc28512903d657fb,UPDATE,STATUS,INACTIVE
036004a0-a5be583c3248b9860768d2a4fb3e9e51,UPDATE,STATUS,INACTIVE
036r3gx8-b76b5be6b318415db286dbce1fdaf8dd,UPDATE,STATUS,INACTIVE
036r3grq-d1c600e91ddb45518e2bc15141945a4b,UPDATE,STATUS,INACTIVE
036r3gqu-d8ef27d496c9f63d60af79d7de6a3ac0,UPDATE,STATUS,INACTIVE
03643c71-aac27adcf64c1262727b22601e4c9041,UPDATE,STATUS,INACTIVE
036r3grh-937414b1125541dab81e14a3062a9ac3,UPDATE,STATUS,INACTIVE
036r3gx8-3e567226d1f6d6eb1a6fc47aaa2ae7be,UPDATE,STATUS,INACTIVE
0366be2c-dd1bfa6049e7e58d116dfc95db478c91,UPDATE,STATUS,INACTIVE
036f2e9f-7e84aaca423ee59925b8b78f6965c670,UPDATE,STATUS,INACTIVE
0368lxx5-b34d113ace0802c68055efd827b561b1,UPDATE,STATUS,INACTIVE
036r3gx8-d48b87c286f943a4a7ebf05ad61d712f,UPDATE,STATUS,INACTIVE
036r3gre-2bfe7948f6b1403647310cb49e420721,UPDATE,STATUS,INACTIVE
0364c8be-6bbca79c85aee318014b791c5290949e,UPDATE,STATUS,INACTIVE
036r6526-fc270a1f93594ab2bb4b997cae2c7a83,UPDATE,STATUS,INACTIVE
036r3grm-a077ff51b3613c64baa024c70fd58fa6,UPDATE,STATUS,INACTIVE
0368lxx5-5c70a9fceee003a3c824327368785a10,UPDATE,STATUS,INACTIVE
036r3gre-e281e3bc97634aff93c65142eb48162f,UPDATE,STATUS,INACTIVE
036r3gq9-da76a128b7a848e2b83453a32db66654,UPDATE,STATUS,INACTIVE
036r3gx2-43124943da35a2277e139a928962317b,UPDATE,STATUS,INACTIVE
036r3gx8-b81a9fe9219041759c37d3eca59aa545,UPDATE,STATUS,INACTIVE
036r3gqw-5e200b22dfca4ef08d587c1755539c71,UPDATE,STATUS,INACTIVE
036r652k-c96b05f77d2a42a5948e376f0e98c69f,UPDATE,STATUS,INACTIVE
036r3gqy-ed6d27be85b87dd055d97bfba20e77e0,UPDATE,STATUS,INACTIVE
036r650j-3e4ae0ecc729afad18da9095beac9248,UPDATE,STATUS,INACTIVE
036r3gnp-8e5f73f9bd6d2464738cb4b389bde8db,UPDATE,STATUS,INACTIVE
036r650j-46a523ac291ff20589e44c620290c9df,UPDATE,STATUS,INACTIVE
0361r4ve-bcd5dbedb5b10b00c2be7917a97c1812,UPDATE,STATUS,INACTIVE
036r3gqv-16e234e71bd1c8b35d68fd4ac1d579fd,UPDATE,STATUS,INACTIVE
0367b8lv-e50b832c421700ba44b4c0f5dbb3820c,UPDATE,STATUS,INACTIVE
036r3gr7-1ec7e91b3752433e8dc2f559b989dfbc,UPDATE,STATUS,INACTIVE
036r3grr-f6814cbe3d98784de8215f5f4fa6c303,UPDATE,STATUS,INACTIVE
036r3grk-f953f17757fe264a3082baab4aaa7eb4,UPDATE,STATUS,INACTIVE
036r3gqx-1081833cdc5eaf29fee6877ccc3ca560,UPDATE,STATUS,INACTIVE
036ffe30-f02d296c49f07d8de438c15e622c5111,UPDATE,STATUS,INACTIVE
036r3gr4-8f190c844cb183c48ccd3b1947739c3a,UPDATE,STATUS,INACTIVE
036r3gr5-067834b10ae5785787ecd8d0bc387fdc,UPDATE,STATUS,INACTIVE
036r3gqr-b08f5e9a1bea7b241cb877e09d9b83c4,UPDATE,STATUS,INACTIVE
03645a0f-97e73635f14031ccf644c766a95dca6c,UPDATE,STATUS,INACTIVE
036r3gr5-cb2ae4075a3c6817d9065fff556fcb22,UPDATE,STATUS,INACTIVE
036r3gr6-1c975db4f1b368eb7625dd3c58dcbaac,UPDATE,STATUS,INACTIVE
036r3grp-17c44f66627fda323014658eff8a10b2,UPDATE,STATUS,INACTIVE
036r3gx8-fd5efef7d9734731bb6d7398dc81f132,UPDATE,STATUS,INACTIVE
036r3gqb-2a01c17e5470cf56f45aca2bb74d9f42,UPDATE,STATUS,INACTIVE
036r3gr9-443ae2c2ed264d8e9d8e0ca4d7a6d451,UPDATE,STATUS,INACTIVE
036r3gq9-247cc1557b1d38771bcb2b8599b3efe0,UPDATE,STATUS,INACTIVE
036r3grk-5c0768515f477edda4353331a19a4d0d,UPDATE,STATUS,INACTIVE
036r3gqb-8464b3d9a5e104f6676603739d951c5e,UPDATE,STATUS,INACTIVE
036r6526-e19bbe024efcf4d9b2f279513dba5264,UPDATE,STATUS,INACTIVE
036r652j-4abfd60ce4c2a78822dde1c420507726,UPDATE,STATUS,INACTIVE
036r3gx0-012a7d73517544e2ac21007323b5781d,UPDATE,STATUS,INACTIVE
036jx7ps-889cb31af62600e324f2260cbe7c5068,UPDATE,STATUS,INACTIVE
036r650h-018e8f15ab58f81f40b304e1ae5966f9,UPDATE,STATUS,INACTIVE
03658fc4-490e87668a7890094bec195a493eda3a,UPDATE,STATUS,INACTIVE
036r3grp-cd7b6790e017cac629973d9e8b4c3959,UPDATE,STATUS,INACTIVE
036r652h-4de0d971364042ef98dd29da13607064,UPDATE,STATUS,INACTIVE
036r3gx2-cd27454f92d8999ea06537c5ac955658,UPDATE,STATUS,INACTIVE
036jx7ps-137cfb65421d09cdb5e1e12d73397be8,UPDATE,STATUS,INACTIVE
036r3gr5-00189c9b29553366869f2f23b663292f,UPDATE,STATUS,INACTIVE
036r3grh-684b21f0bfb94f41a9e97fa5faa0c134,UPDATE,STATUS,INACTIVE
036jx7ps-bc2e91612b550f38394de438244c1636,UPDATE,STATUS,INACTIVE
036r3gpu-0515e71ff6449f39f1a595f42271bda1,UPDATE,STATUS,INACTIVE
036r3gxf-0f61244376523e6a1a77bde2a60daafa,UPDATE,STATUS,INACTIVE
036r3gqf-238576a1ce56bcaf5d25f3f41dbd855e,UPDATE,STATUS,INACTIVE
036r3grr-09a911c9671e6a7f336cec6af8c67dd4,UPDATE,STATUS,INACTIVE
036r3gqb-ccf20d1e3bead66e6167cc8b17ec7c96,UPDATE,STATUS,INACTIVE
036r3gq8-ce681ca3edbd8d12bd70405eef73a1b7,UPDATE,STATUS,INACTIVE
036r3gru-ccc501d63424b4ceabcb0c14011d9558,UPDATE,STATUS,INACTIVE
036r3gx8-e4a4980952f958a1b38207430615bd4c,UPDATE,STATUS,INACTIVE
036r3gx3-36c32d5d0f0e3b3106a4227eee00dd34,UPDATE,STATUS,INACTIVE
036r3gq2-aa3bb519a9c70090169bd7f4430a5639,UPDATE,STATUS,INACTIVE
036r3grk-9d6b4677caa24b9d488765f4f7b3c915,UPDATE,STATUS,INACTIVE
036r3grv-d19157dedd1b4e2c9df175c747fab2dc,UPDATE,STATUS,INACTIVE
036r3gqu-82ee5ead1cfd4120bc79947dad865dd4,UPDATE,STATUS,INACTIVE
036r3gwc-6e6e77542c54eb313115d94094cf48e0,UPDATE,STATUS,INACTIVE
036r3gx8-f17ea30a88b418122fdfbc79b09add6f,UPDATE,STATUS,INACTIVE
036r3grr-9f5fd62d47d5b6204d4f5bc07b37d8f1,UPDATE,STATUS,INACTIVE
036r3gnj-3d3556903502803f18fb8e4cfd1c5d7d,UPDATE,STATUS,INACTIVE
036r3grx-38e1e669512ec32be5710183c79baf17,UPDATE,STATUS,INACTIVE
036r3grs-9c2137cd71084c3da0edb72042683b47,UPDATE,STATUS,INACTIVE
036r3grp-03c43618f3671d592cf400ee354b8d4e,UPDATE,STATUS,INACTIVE
036r3gqt-d20397a89202c84a91d5fb96c6814257,UPDATE,STATUS,INACTIVE
036r3gqr-bbe42a5e063d515ae3c9477e5160917f,UPDATE,STATUS,INACTIVE
036r3gqs-94346da53ebd0768f2430798382e0677,UPDATE,STATUS,INACTIVE
036r3gqy-e5c2d9f0c2324e8f9e39266fe76e2447,UPDATE,STATUS,INACTIVE
036r3grv-5950ba3a442e0b9316fd184df34a68c6,UPDATE,STATUS,INACTIVE
036r3gwb-592960cfa089f9db88868819d177880e,UPDATE,STATUS,INACTIVE
036r3grk-c9c3fc50f6c7463536b3a9b209d4fe0d,UPDATE,STATUS,INACTIVE
036r3gx2-c35ab352d66a1749a62165c8ee2aa08d,UPDATE,STATUS,INACTIVE
036r3gx8-6c94642309b42161f52ed9257fe25686,UPDATE,STATUS,INACTIVE
036r3gx3-5988bdc12853be0c00ca0379bb1f75b8,UPDATE,STATUS,INACTIVE
036r3grn-358484bdde48d382f3f220378a91d5f9,UPDATE,STATUS,INACTIVE
036r3grk-b77450124ff88ef3e74c320b3090c87e,UPDATE,STATUS,INACTIVE
0368lxx5-50873af05b0b0063bf21a40eb6166c83,UPDATE,STATUS,INACTIVE
036r3grv-d55070c49ab54d2c9160ac580b8d113f,UPDATE,STATUS,INACTIVE
036r652p-3ea3a017bea34ad4b31806a320dfd9b9,UPDATE,STATUS,INACTIVE
036r3gqz-c751efb35c35fef36e81fac58803b476,UPDATE,STATUS,INACTIVE
036r3gqc-45997208460440dc93f2e71d02f72b25,UPDATE,STATUS,INACTIVE
036r3gx2-af22fcaac1b52a939fe5183760ad3ae9,UPDATE,STATUS,INACTIVE
036r3gx2-3eb2be21f7838c593c3c7a19f0b852ba,UPDATE,STATUS,INACTIVE
036r3gx8-33395d85923bea8c35cccf3930b3d071,UPDATE,STATUS,INACTIVE
036r3gq1-14a37c7a047571b7ea8c85cf63766614,UPDATE,STATUS,INACTIVE
036r3gqz-ce602e767668f63ea0a53589dd7d06ba,UPDATE,STATUS,INACTIVE
036r3gx2-c93bc259668888b3a834ea16edbabb24,UPDATE,STATUS,INACTIVE
036r3gx2-a4b168894b16d20da4e9d729251dfb44,UPDATE,STATUS,INACTIVE
036r3grn-b7d08e69d5868f611d12c6fff172dc5f,UPDATE,STATUS,INACTIVE
036r652p-51c9248fdbaf8fc06a5677a30542eacd,UPDATE,STATUS,INACTIVE
036r3grp-92b7084a05f9f73571cacb5720a7ddbf,UPDATE,STATUS,INACTIVE
036r3gx8-b1232d8ff13c154bf3084a554a6007f3,UPDATE,STATUS,INACTIVE
036r3gx3-974ac7d39132483b8c396d23cc57708c,UPDATE,STATUS,INACTIVE
036r3gwb-1fe1a6937b069b24efcff6e0138f4dcd,UPDATE,STATUS,INACTIVE
036r3gx2-97c465eb61d34b9e8cb76ea0a71881c9,UPDATE,STATUS,INACTIVE
036r3gr7-c6de12cb2402f63dda2fd5a7d3c5d781,UPDATE,STATUS,INACTIVE
036r3gx8-cbbc350974754043a1b655bb21fc4aa0,UPDATE,STATUS,INACTIVE
036jx7ps-dc11e6f12d3b0eb463ecc9e593effec9,UPDATE,STATUS,INACTIVE
036r3gx1-b6970ffb173b98e060edb87b1e3c29e1,UPDATE,STATUS,INACTIVE
036r3gxd-405318459f524c0097deaecd80fab465,UPDATE,STATUS,INACTIVE
036jx7ps-92363ceee62305fd5ecaa3c178fb2a51,UPDATE,STATUS,INACTIVE
036r3gx1-52487100971d8590d98d7b2d2a7ae26b,UPDATE,STATUS,INACTIVE
036r3gqz-7f9aee3f48784f41a61f97ec04d4a550,UPDATE,STATUS,INACTIVE
036r3grp-efd51252be08480bab64ca4c33be10c3,UPDATE,STATUS,INACTIVE
036r3gx9-f89aa53bfc76599f6f70442f74413b00,UPDATE,STATUS,INACTIVE
036r3grx-7b0c3555335c498986895f895b361ea6,UPDATE,STATUS,INACTIVE
036r3gx2-af7bec482d265c6591eb13fbdd01fc4e,UPDATE,STATUS,INACTIVE
036r3gx2-8a54464fe572459aa5cdf8e29cc90897,UPDATE,STATUS,INACTIVE
0361edf5-14d1a2b86fad0af36c5655d9a212a4cb,UPDATE,STATUS,INACTIVE
0368f399-1bf8e226c3d7b60ea8990df3359b329d,UPDATE,STATUS,INACTIVE
036r3gmg-50fcee5e9a5fe286ba2a98868aeadbc9,UPDATE,STATUS,INACTIVE
036r3gx0-164c02348047b1bbb0ba72b96fddc856,UPDATE,STATUS,INACTIVE
036r3grn-e6a0d3a5c062db3fc92b2a8354618ecf,UPDATE,STATUS,INACTIVE
036r3gnq-0b6a05c071d937337d7ca7b6876e2534,UPDATE,STATUS,INACTIVE
036r6525-58bd00aba7656308cd169df3fcd6c084,UPDATE,STATUS,INACTIVE
036r3gqq-b79d71df759a9a24af992a41eac54a69,UPDATE,STATUS,INACTIVE
036r3gry-6137a14e042b4196982ee7e00b52e4af,UPDATE,STATUS,INACTIVE
036r3gx2-757685e6b1ad556ab1756aa94892e161,UPDATE,STATUS,INACTIVE
036r3gx3-d65ee68c6aa906ab9241411580dc354b,UPDATE,STATUS,INACTIVE
036aabd1-b72d3fc4c2ce0c0e5bbaaa88f1bcfa4f,UPDATE,STATUS,INACTIVE
036r3gx2-ff814073c6974f74a3c83611a987b9ed,UPDATE,STATUS,INACTIVE
036r3gx3-3eb342a66b94888f89eb8f69a2630551,UPDATE,STATUS,INACTIVE
036r3gpz-119adc6318b64f118eafb561b6e3351e,UPDATE,STATUS,INACTIVE
036r3gx0-e5960a750eb0444abd4b01f779f980b0,UPDATE,STATUS,INACTIVE
036r6581-2288e64939a28cdf7df9db7d06301ca5,UPDATE,STATUS,INACTIVE
036r3gwc-7d74ed9c4865ddb2e7f6d9596e92f4d2,UPDATE,STATUS,INACTIVE
036r3gx2-4dc24951934bd8c0f075637e5035951f,UPDATE,STATUS,INACTIVE
036r3gx2-69973f608250c633ff19603c2f9fb10d,UPDATE,STATUS,INACTIVE
036r3gqr-def477d0d9cb2acd8d173fc39c5b5d78,UPDATE,STATUS,INACTIVE
036r3grw-f4a58db873491be14207f41fa3e35e49,UPDATE,STATUS,INACTIVE
036r3gxb-17482a96d9fe9f8e4a163d0f15c85314,UPDATE,STATUS,INACTIVE
036r3grs-596d052f66c42af0a417781eafb2eea9,UPDATE,STATUS,INACTIVE
036r3gx2-da3e31bd8b780c2c25dc7feabb3c8730,UPDATE,STATUS,INACTIVE
036r3gx2-8e54ace546a8df3b0568f9e182b7a3f3,UPDATE,STATUS,INACTIVE
036r3gxc-bc5dc86d9d83618d18a3476e02b0807e,UPDATE,STATUS,INACTIVE
036r3gx2-c389f2d5185a43d5afc01e25960676c2,UPDATE,STATUS,INACTIVE
036r3grt-c345a744fda37f82ea47c4de0b5a4143,UPDATE,STATUS,INACTIVE
036r3gx2-889ee38e1b35a108ea89012201788f6c,UPDATE,STATUS,INACTIVE
036r3gpu-162d6a5413b7b1ad6659bbbe8a18c71e,UPDATE,STATUS,INACTIVE
036r3gqw-f983d74002b427cedbde0a50e1853f16,UPDATE,STATUS,INACTIVE
036r3grq-b80115247c76366cdec4837d0bcc8837,UPDATE,STATUS,INACTIVE
036r3gx2-6f10e09fddfc6e9c94ffc3f98cd41a33,UPDATE,STATUS,INACTIVE
036r3grc-fbedc29d7cd8fd034e7f9809a7ea084d,UPDATE,STATUS,INACTIVE
036r3gx6-65c1ad2d251a0b026a7dfb4014a07c39,UPDATE,STATUS,INACTIVE
036r3grv-e3b668c5de41a194564b931c68cf888d,UPDATE,STATUS,INACTIVE
036r3gx9-6fa852a672a516d5f33c7b989f005ef6,UPDATE,STATUS,INACTIVE
036r3gqj-60d619fe6343868c89304b16a75c75a2,UPDATE,STATUS,INACTIVE
036r3gx2-d4a325eb76f7354334dae4461b5c0291,UPDATE,STATUS,INACTIVE
036r3grp-6ed19f092c4a489e57f8d801191a960f,UPDATE,STATUS,INACTIVE
036r3gru-e2c8bc16d07f70cd52808e1402a34152,UPDATE,STATUS,INACTIVE
036r3gx8-920730e254fc4c8fa21d1c95575d0865,UPDATE,STATUS,INACTIVE
036r3grp-13005b2fe05a415f979e5ed3ee1e9dd5,UPDATE,STATUS,INACTIVE
036r3gx8-5b800f754f8e4e3f9239669da4cc37f4,UPDATE,STATUS,INACTIVE
036r3gx2-1c76d1e77b0485210365a77098c2940a,UPDATE,STATUS,INACTIVE
0361r4ve-ca25218424ec077a088d9a3b692fb2ae,UPDATE,STATUS,INACTIVE
036r3gx3-92cf4c872c441699012545745a7b8042,UPDATE,STATUS,INACTIVE
036r3gx2-3d1b3a5388d19539a86b4fe8697adedc,UPDATE,STATUS,INACTIVE
0368lxx5-6cfedb621e080e903358b1446cd4109e,UPDATE,STATUS,INACTIVE
036r3gx1-58a50b495c8c49c4885e1e3de062fdae,UPDATE,STATUS,INACTIVE
036r3gx0-26de3e09152a1546c914e84154619e5a,UPDATE,STATUS,INACTIVE
036r3gx1-168618c2da114f688e4ade5b194d3d2e,UPDATE,STATUS,INACTIVE
036r3grr-88241da2f665411d82aece92d45bf42e,UPDATE,STATUS,INACTIVE
036r3gx2-93a02dec8740496586df2a0d5ea23de9,UPDATE,STATUS,INACTIVE
036e3297-1898983da5a04d0a9e823a260d9222df,UPDATE,STATUS,INACTIVE
036r3grr-f2f034d80be5e30deded771d7ee04bc7,UPDATE,STATUS,INACTIVE
036r3grr-71fed6494d874ba38643af47e5383631,UPDATE,STATUS,INACTIVE
036r3grp-f9fd82ac0014462aac3981b483967e72,UPDATE,STATUS,INACTIVE
036r3gx2-82fc65f02749484183b7a1684a0276cc,UPDATE,STATUS,INACTIVE
036r652h-9aedacf4bdce4e20b9c10a83b180793d,UPDATE,STATUS,INACTIVE
0368lxx5-0aa3638f90a105f54e39e5896131bcca,UPDATE,STATUS,INACTIVE
0368lxx5-e4cca46b47b00ad8da37f88d9f0e0332,UPDATE,STATUS,INACTIVE
036r3gx2-1ab47168ac03e4621160ebcdb976781d,UPDATE,STATUS,INACTIVE
036r3gx1-123ce55333b842a88e04171ad7ca6982,UPDATE,STATUS,INACTIVE
036r3gx0-9fdc401c77bc467a8e91b8742e5238e6,UPDATE,STATUS,INACTIVE
0368lxx5-c6d5ff0267aa078f6ed2bd91add41031,UPDATE,STATUS,INACTIVE
036d408k-65a2fe5f6b6d0c4d7c1bb50ede88be18,UPDATE,STATUS,INACTIVE
036httek-c21af570240d009359bc1cc64dc12b58,UPDATE,STATUS,INACTIVE
0368lxx5-d8c3121985ef0e6087f5703fb7115130,UPDATE,STATUS,INACTIVE
036r3gx9-6611b8c4147a4daba9b7aaf30b615a79,UPDATE,STATUS,INACTIVE
0361r4ve-06f1b79668480bd048c50909e486b4a7,UPDATE,STATUS,INACTIVE
036r3gx0-0b79ebac04ac4eccb52a599b331a3712,UPDATE,STATUS,INACTIVE
036r3gx2-f4def5bab5f42ee57648d39ac811584c,UPDATE,STATUS,INACTIVE
036r3gx2-83d0ded14970405a46beeefb4612cc99,UPDATE,STATUS,INACTIVE
036r3gwc-56569a86b3ff708a9772567b3c8f00cc,UPDATE,STATUS,INACTIVE
036r3gx0-ece6c863e45527d7a7835078304aa54d,UPDATE,STATUS,INACTIVE
036r3grp-09c23f6d940622006e70e87f3d3a010d,UPDATE,STATUS,INACTIVE
036r3grp-9e047345cf6149a8ab3e5e2b4ca4c188,UPDATE,STATUS,INACTIVE
036r3grr-9d3812bcacb2a0ef933226eacd8249ff,UPDATE,STATUS,INACTIVE
036r3grr-58065475f566cae4d6ee4f30dbe6e242,UPDATE,STATUS,INACTIVE
036r3gpu-187b0bcfb96f7dd318e25ad98621e34d,UPDATE,STATUS,INACTIVE
036r3gqn-6fb8ec2e483440e1b2f906222bf4ca2a,UPDATE,STATUS,INACTIVE
036r3gx6-f4559d9c9eba45beac9955d4ba9ae0fe,UPDATE,STATUS,INACTIVE
036r3gx0-d00267bd3037e67bee80a26de2e1d482,UPDATE,STATUS,INACTIVE
03684762-aeb1f75a75d3db9a0b7ecd058c57a26a,UPDATE,STATUS,INACTIVE
036r3gx2-4bb1353e22cc4a618d4f30fe033de225,UPDATE,STATUS,INACTIVE
036r3gx3-d46caddf221b46feae85059d6b170d33,UPDATE,STATUS,INACTIVE
036r3gx2-7095da34ec66460f927cea8989df7aa9,UPDATE,STATUS,INACTIVE
036r3gx3-48dd364c302d9386dac8634616202bb6,UPDATE,STATUS,INACTIVE
036r3gw8-249c6132f539ef73bbecdce190d953aa,UPDATE,STATUS,INACTIVE
036r3gqq-97878c5fe893bed47e9742aae4758a19,UPDATE,STATUS,INACTIVE
036r3gqz-f9f3048656b14a43994c457251941594,UPDATE,STATUS,INACTIVE
036r3gqz-eb3ac053439fcd2d65d2fd41f4866a4e,UPDATE,STATUS,INACTIVE
036r6524-127adb63a2d250d9c2536f7c2a3ad385,UPDATE,STATUS,INACTIVE
036r3gxf-c62b657e5561af67ba1a2efdebdd69b2,UPDATE,STATUS,INACTIVE
036r3grs-497caa8d7cbe9df0f2cc6b9824f31430,UPDATE,STATUS,INACTIVE
036r3grs-429731a8e3d1cfb2d3361cb0b27dab84,UPDATE,STATUS,INACTIVE
036r6583-3cb9753bebee4ac839d45741d2fac21d,UPDATE,STATUS,INACTIVE
036r3grv-bc4522b973194d2d501966403311f119,UPDATE,STATUS,INACTIVE
036r3gx0-85d41dd26355414585828e43d7317adb,UPDATE,STATUS,INACTIVE
036r3grx-dbcfe1416f949a04c1c93f7be0eb7cb7,UPDATE,STATUS,INACTIVE
036d408k-4a5c717891b00b4ae09514ef0b6f44fd,UPDATE,STATUS,INACTIVE
036aabd1-f88764484f880b60f3878aac43a37010,UPDATE,STATUS,INACTIVE
036r3grr-b5511c7eefc75ca20beaa8b94cd0ae64,UPDATE,STATUS,INACTIVE
036r3gx2-11b6dc1ac254fe75d94c9d385e4f5b5a,UPDATE,STATUS,INACTIVE
036r3grp-c962c463db3f663ff4d6af4d6ff68630,UPDATE,STATUS,INACTIVE
036r3gx6-26f93b36ce1eb88626a3de23a8ea690c,UPDATE,STATUS,INACTIVE
036r3gx1-163f20e25dc34ec8bcfa435bab4e19f8,UPDATE,STATUS,INACTIVE
036r3gx2-ec28bd748883e41d7675e19bf822dc96,UPDATE,STATUS,INACTIVE
036r3gx2-8552cc2aca56cc69d52c9122090cbd5b,UPDATE,STATUS,INACTIVE
036r3gqz-a33366c7f643bbed4575ddfaca77139f,UPDATE,STATUS,INACTIVE
036r3grr-0c6cff1894c9116c856a2d40678e44a9,UPDATE,STATUS,INACTIVE
036r3grr-c06a5c9a3da7075df7dc2872766c36a1,UPDATE,STATUS,INACTIVE
036r3gx3-1c92def3df8147a4aa9b2898c19908f6,UPDATE,STATUS,INACTIVE
036r3gr4-7896677908bb5f18f723163c2c344be9,UPDATE,STATUS,INACTIVE
036r3gx4-9324ed4edfdd4293b785ede857d73afb,UPDATE,STATUS,INACTIVE
036r3gx1-8532a3368be19cc71e6edf7a0e1a7eaf,UPDATE,STATUS,INACTIVE
036r3grs-20e4d77064a88f43d9feaaa986c82c03,UPDATE,STATUS,INACTIVE
036r3gx0-765c2180ba68ed8d182ed714a86ac258,UPDATE,STATUS,INACTIVE
036r3gx0-e75fad9ad6d60947b068c33ad304b25a,UPDATE,STATUS,INACTIVE
036r3gx1-20b3b016bfa415e9eb42ad98908d6be1,UPDATE,STATUS,INACTIVE
036r3gx2-a69a389a96cc4cf48ef7ba58e4e6e44a,UPDATE,STATUS,INACTIVE
036r652k-1066a8b1499b48bcab2141a2f2d0cb31,UPDATE,STATUS,INACTIVE
